Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Outside source,Notes
Konstantinos,64,248501,Constantinople: Great Palace,,,Psellos: Chronographia,V 31.2-3,"Constantinople: palace: when he heard of the revolt, happened to be away from the  palace",Does not specify presence,,,,
Konstantinos,64,248509,Constantinople: Hippodrome,https://pleiades.stoa.org/places/773739435,,Psellos: Chronographia,V 32.13,Constantinople: Hippodrome: led <Zoe 1> up on high in the  Hippodrome,Specifies presence,,,,
Konstantinos,64,248515,Constantinople: Dios (Stoudios?),,,Psellos: Chronographia,V 38.6-7,Constantinople:  Stoudios: landed at  Stoudios,Specifies presence,,,,
Konstantinos,64,248523,Constantinople: Stoudios,,,Psellos: Chronographia,V 44.5-7,Constantinople: Stoudios: had taken refuge at the altar of  Stoudios (?),Specifies presence,,,,
Konstantinos,64,248529,Constantinople: Stoudios,,,Psellos: Chronographia,V 45.4,Constantinople: Stoudios: was driven from  Stoudios (?),Specifies presence,,,,
Konstantinos,63,248539,Dalasa,,,Psellos: Chronographia,VI 12.2-3,Dalasa: he came from Dalasa,Specifies presence,,,,
Konstantinos,63,248540,Constantinople: Great Palace,,,Psellos: Chronographia,VI 12.7,Constantinople: Great Palace: he was barred from the Great Palace,Specifies presence,,,,
Konstantinos,112,248541,Constantinople: Great Palace,,,Psellos: Chronographia,VI 13.8-9,Constantinople: palace: was removed by <Michael 4> from  palace,Specifies presence,,,,
Konstantinos,9,248544,Constantinople: Great Palace,,,Psellos: Chronographia,VI 15.3,Constantinople: Great Palace: was brought by <Zoe 1> to the palace,Specifies presence,,,,
Konstantinos,9,248547,Mitylene,https://pleiades.stoa.org/places/550763,,Psellos: Chronographia,VI 17.8,Mitylene: was exiled by <Michael 4> to Mitylene,Specifies presence,,,,
Konstantinos,9,248549,Constantinople: Great Palace,,,Psellos: Chronographia,VI 19.12-13,Constantinople: Great Palace: with a brilliant escort he entered the palace,Specifies presence,,,,
Konstantinos,9,248565,Constantinople: Chalke,,,Psellos: Chronographia,VI 88.2-5,Constantinople: Chalke: presided over the triumph from the prison of the Chalke,Specifies presence,,,,
Konstantinos,9,248569,Constantinople: Great Palace,,,Psellos: Chronographia,VI 88.8,Constantinople: Great Palace: returned (after celebrating a triumph) to the palace,Specifies presence,,,,
Konstantinos,9,248571,Constantinople: Great Palace,,,Psellos: Chronographia,VI 96.2,Constantinople: Great Palace: returned from the sea in triumph to the palace,Specifies presence,,,,
Konstantinos,10,248620,Constantinople: Great Palace,,,Psellos: Chronographia,VIIa 23.5-6,Constantinople: palace: after the expedition against the Uzes returned to the  palace,Specifies presence,,,,
Konstantinos,61,248630,Amaseia,https://pleiades.stoa.org/places/857018,,Psellos: Chronographia,VIIa 33.5-6,Amaseia: came near and tried to drive <Romanos 4> out of Amaseia,Specifies presence near,,,,
Konstantinos,9,418115,Opsikion,,,Seals,,Opsikion: was krites of Opsikion,Dignity,,,,
Konstantinos,9,418297,Boukellarion,,,Seals,,Boukellarion: was protonotarios of Boukellarion,Dignity,,,,
Konstantinos,61,417069,Anatolikon,,,Seals,,Anatolikon: was strategos of Anatolikon,Dignity,,,,
Konstantinos,64,417067,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was doux of Antioch,Dignity,,,,
Konstantinos,64,417068,Orient,,,Seals,,Orient: was domestikos of the scholai of Orient,Dignity,,,,
Konstantinos,64,418245,Orient,,,Seals,,Orient: was domestikos of Orient,Dignity,,,,
Konstantinos,101,417154,Serbia,,,Seals,,Serbia: was strategos of Serbia,Dignity,,,,
Konstantinos,120,418995,Constantinople: Mangana,,,Seals,,Constantinople: Mangana: was megas kourator of the sekreton of  Mangana,Dignity,,,,
Konstantinos,123,417907,Cyprus,https://pleiades.stoa.org/places/707498,,Seals,,Cyprus: was doux of Cyprus,Dignity,,,,
Konstantinos,123,417908,Cyprus,https://pleiades.stoa.org/places/707498,,Seals,,Cyprus: was doux of Cyprus,Dignity,,,,
Konstantinos,123,418649,Cyprus,https://pleiades.stoa.org/places/707498,,Seals,,Cyprus: was doux of Cyprus,Dignity,,,,
Konstantinos,126,418788,Hellas and Peloponnesos,,,Seals,,Hellas and Peloponnesos: was praitor of Hellas and Peloponnesos,Dignity,,,,
Konstantinos,126,418789,Peloponnesos,,,Seals,,Peloponnesos: was praitor of Peloponnesos,Dignity,,,,
Konstantinos,126,418790,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was praitor of Hellas,Dignity,,,,
Konstantinos,267,417033,Italy,,,Seals,,Italy: was katepano of Italy,Dignity,,,,
Konstantinos,198,417454,Trebizond,https://pleiades.stoa.org/places/857359,,Seals,,Trebizond: was metropolitan of Trebizond,Dignity,,,,
Konstantinos,198,417455,Trebizond,https://pleiades.stoa.org/places/857359,,Seals,,Trebizond: was metropolitan of Trebizond,Dignity,,,,
Konstantinos,176,224817,Klaudioupolis,https://pleiades.stoa.org/places/844879,,Synod of 1072,57.13,Klaudioupolis: was metropolitan of Klaudioupolis,Dignity,,,,
Konstantinos,176,224818,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Konstantinos,177,224869,Leukas,https://pleiades.stoa.org/places/530975,,Synod of 1072,58.40,Leukas: was archbishop of Leukas,Dignity,,,,
Konstantinos,177,224870,Constantinople: Hagios Alexios,,,Synod of 1072,57.2-3,Constantinople: Hagios Alexios: attended the synod at the church of  Hagios Alexios,Specifies presence,,,,
Konstantinos,128,225259,Nikomedeia,https://pleiades.stoa.org/places/511337,,Synod of 1094,218,Nikomedeia: was metropolitan of Nikomedeia,Dignity,,,,
Konstantinos,129,225261,Tyana (Cappadocia),https://pleiades.stoa.org/places/648801,,Synod of 1094,218,Tyana (Cappadocia): was metropolitan of Tyana (Cappadocia),Dignity,,,,
Konstantinos,130,233014,Vardar,https://pleiades.stoa.org/places/491534,,"Theophylaktos of Ohrid, Letters",461.19,Vardar: was entrusted with the rule of the region of the Vardar,Does not specify presence,,,,
Konstantinos,9,376435,Athos: Vatopedi,https://pleiades.stoa.org/places/501365,https://www.geonames.org/733922,Vatopedi,117.3,"Athos, Mount: Vatopedi: granted a solemnion of 80 nomismata to the monastery of  Vatopedi",Does not specify presence,,,,
Konstantinos,10,247027,Constantinople: Mangana,,,Zonaras,18.8.4,Constantinople: Mangana: was in the palace of Mangana (palace),Specifies presence,,,,
Konstantinos,10,247028,Constantinople: Great Palace,,,Zonaras,18.8.4,Constantinople: Great Palace: was expected to depart by sea (from the Mangana) for the  Great Palace,Specifies presence,,,,
Konstantinos,10,247029,Constantinople: Great Palace,,,Zonaras,18.8.6,Constantinople: Great Palace: judged that he must depart directly to the  Great Palace,Does not specify presence,,,,
Konstantinos,10,247032,Choirobakchoi,,,Zonaras,18.9.7,Choirobakchoi: encamped near Choirobakchoi,Specifies presence near,,,,
Konstantinos,13,247019,Constantinople: Mangana,,,Zonaras,18.5.9,Constantinople: Mangana: was entrusted with care of the  Mangana,Does not specify presence,,,,
Konstantinos,13,247020,Constantinople: Mangana,,,Zonaras,18.5.9,Constantinople: Mangana: was entrusted with the documents concerning the freedom of the  Mangana,Does not specify presence,,,,
Konstantinos,13,247022,Constantinople: Mangana,,,Zonaras,17.5.12,Constantinople: Mangana: was asked by <Isaakios 1> for the rights of  Mangana,Does not specify presence,,,,
Konstantinos,101,246889,Danube,https://pleiades.stoa.org/places/226577,,Zonaras,17.10.13,Danube: forced the Pechenegs to remain quiet after they crossed the Danube,Does not specify presence,,,,
Konstantinos,101,246890,Sirmium,,,Zonaras,17.10.13,Sirmium: was governor (doux?) of Sirmium,Dignity,,,,
Konstantinos,101,246891,Bulgaria,,,Zonaras,17.10.13,Bulgaria: was called doux of Bulgaria,Dignity,,,,
Konstantinos,63,246892,Armeniakon,,,Zonaras,17.10.18,Armeniakon: resided in the theme of Armeniakon,Specifies presence,,,,
Konstantinos,105,246885,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Zonaras,17.11.14-15,Antioch (on the Orontes): planned to set out for Antioch (on the Orontes),Does not specify presence,,,,
Konstantinos,101,246899,Illyricum,https://pleiades.stoa.org/places/481865,,Zonaras,17.12..8,Illyricum: was about to flee to Illyricum,Does not specify presence,,,,
Konstantinos,63,246906,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Zonaras,17.14.23,Antioch (on the Orontes): was the object of the goodwill of the citizens of Antioch (on the Orontes),Does not specify presence,,,,
Konstantinos,63,246907,Princes' Islands: Plate,,https://www.geonames.org/737951,Zonaras,17.14.24,Princes' Islands: Plate: was exiled to  Plate,Specifies presence,,,,
Konstantinos,63,246908,Princes' Islands: Plate,,https://www.geonames.org/737951,Zonaras,17.14.25,Princes' Islands: Plate: was transferred from  Plate,Specifies presence,,,,
Konstantinos,64,246909,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Zonaras,"17.14.27, 17.14.31",Antioch (on the Orontes): succeeded as doux of Antioch (on the Orontes),Dignity,,,,
Konstantinos,64,246911,"Edessa (Rohas, Mesopotamia)",https://pleiades.stoa.org/places/658457,,Zonaras,17.14.31,"Edessa (Rohas, Mesopotamia): brought aid to Edessa (Rohas, Mesopotamia)",Specifies presence,,,,
Konstantinos,64,246943,Constantinople: Agora (Forum of Constantine?),,,Zonaras,17.19.11,Constantinople: Agora: advanced through the Agora,Specifies presence,,,,
Konstantinos,64,246947,Constantinople: Stoudios,,,Zonaras,17.19.18,Constantinople: Stoudios: left for  Stoudios (monastery),Specifies presence,,,,
Konstantinos,64,246948,Constantinople: Stoudios,,,Zonaras,17.19.21,Constantinople: Stoudios: was dragged from the altar of  Stoudios (monastery),Specifies presence,,,,
Konstantinos,64,246951,Constantinople: Sigma,,,Zonaras,17.19.22,Constantinople: Sigma: reached  Sigma,Specifies presence,,,,
Konstantinos,9,246953,Mitylene,https://pleiades.stoa.org/places/550763,,Zonaras,17.20.13,Mitylene: was banished to Mitylene,Specifies presence,,,,
Konstantinos,9,246955,Damokrania: Archangel,,,Zonaras,17.20.17,Damokrania: Archangel: was encountered by <Stephanos 102> at the church of the Archangel,Specifies presence,,,,
Konstantinos,9,246964,Constantinople: Hippodrome,https://pleiades.stoa.org/places/773739435,,Zonaras,17.22.18,Constantinople: Hippodrome: raised the head of <Georgios 62> on high in   Hippodrome,Specifies presence,,,,
Konstantinos,9,246965,Constantinople: Chalke,,,Zonaras,17.22.19,Constantinople: Chalke: presided over the triumph at church of the Saviour in Chalke,Specifies presence,,,,
Konstantinos,9,246969,Cyprus,https://pleiades.stoa.org/places/707498,,Zonaras,17.22.22,Cyprus: brought back to servitude Cyprus,Specifies presence,,,,
Konstantinos,9,246992,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Zonaras,17.26.20,Chrysopolis (Bithynia): sent Pechenegs across to Chrysopolis (Bithynia),Does not specify presence,,,,
Konstantinos,9,246993,Constantinople: Mangana,,,Zonaras,17.27.18,Constantinople: Mangana: built (the monastery of) Mangana,Specifies presence,,,,
Konstantinos,9,246996,Constantinople: Mangana,,,Zonaras,17.28.19,Constantinople: Mangana: longed for death at the palace of Mangana,Specifies presence,,,,
Konstantinos,62,,,,,Zonaras,18.18.12,Constantinople: Blachernai: had fled for refuge to the palace of Blachernai,Specifies presence,,,,
Konstantinos,62,247181,Constantinople: Mangana,,,Zonaras,18.21.16-17,Constantinople: Mangana: lived in the palace of Mangana (palace),Specifies presence,,,,
Konstantios,61,234534,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Attaleiates: History,100.2-3 / 75.15-16,Constantinople: Hagia Sophia: joined his mother in a customary imperial procession to the great temple of  Hagia Sophia,Specifies presence,,,,
Konstantios,61,234868,Constantinople: Great Palace,,,Attaleiates: History,305.2 / 218.3,Constantinople: palace: was banished by his brother from Constantinople and from the  palace,Does not specify presence,,,,
Konstantios,61,234869,Constantinople: Great Palace,,,Attaleiates: History,305.5 / 218.5-6,Constantinople: palace: was received by Botaneiates (<Nikephoros 3>) in the  palace,Specifies presence,,,,
Konstantios,61,234874,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Attaleiates: History,307.17-18 / 219.23-24,Chrysopolis (Bithynia): sought to convince the soldiers to proclaim him emperor when he joined them at Chrysopolis (Bithynia),Specifies presence,,,,
Konstantios,61,234498,Constantinople: Mangana,,,Attaleiates: History,"71.23, 73.18 / 55.2, 56.8",Constantinople: Mangana: followed his parents onto a ship at the coast near  Mangana,Specifies presence near,"J 1060, April 23",Other,"K&K, n. 133",Easter after the feast day of Saint Gregorios.
Konstantios,61,247147,Chrysopolis (Bithynia),https://pleiades.stoa.org/places/520995,,Zonaras,18.19.22,Chrysopolis (Bithynia): crossed to Chrysopolis (Bithynia),Specifies presence,,,,
Kornelios,101,229635,"Galesion, Mount: Saviour",,,Lazaros of Galesion,525E,"Galesion, Mount: Saviour: lost his eyesight and was led down to (the monastery of) the  Saviour",Specifies presence,,,,
Kornelios,101,229636,"Galesion, Mount: Resurrection",,,Lazaros of Galesion,525F,"Galesion, Mount: Resurrection: requested and was taken to (the monastery of) the  Resurrection",Specifies presence,,,,
Kornelios,102,229672,Armenia,https://pleiades.stoa.org/places/874350,,Lazaros of Galesion,537B,Armenia: hailed from Armenia,Specifies presence,,,,
Kornelios,102,229673,Komothon (near Galesion),,,Lazaros of Galesion,537B,Komothon (near Galesion): went to fetch wine for the monastery from Komothon (near Galesion),Specifies presence,,,,
Kornelios,102,229674,Boulgarin (near Galesion),,,Lazaros of Galesion,537C,Boulgarin (near Galesion): was carried by <Laurentios 104> and <Loukas 105> to the village of Boulgarin (near Galesion),Specifies presence,,,,
Kornelios,102,229679,Barbatziana (near Galesion),,,Lazaros of Galesion,537C,Barbatziana (near Galesion): collected his pack animal from Barbatziana (near Galesion),Specifies presence,,,,
Kosmas,107,225925,Synada (Phrygia),https://pleiades.stoa.org/places/609538,,Alexios Stoudites,19.26,Synada (Phrygia): was metropolitan of Synada (Phrygia),Dignity,,,,
Kosmas,11,433097,Constantinople: Hebdomon (monastery),,,Anna Komnene,96.6,"Constantinople: Hebdomon (monastery): celebrated the liturgy, then resigned at the church at the Hebdomon",Specifies presence,,,,
Kosmas,11,228425,Rouphinianai (on Bosporos),https://pleiades.stoa.org/places/521141,,Kleinchroniken,161.21,Rouphinianai (on Bosporos): ordained <Michael 7> metropolitan at the monastery of the Theotokos at Rouphinianai (on Bosporos),Dignity,,,,
Kosmas,110,229664,Jerusalem,https://pleiades.stoa.org/places/687928,,Lazaros of Galesion,535A,Jerusalem: hailed (?) from Jerusalem,Does not specify presence,,,,
Kosmas,112,229761,"Koumaron, Mount: Hagia Marina",,,Lazaros of Galesion,566D,"Koumaron, Mount: Hagia Marina: was carried from Ephesos to  Hagia Marina",Specifies presence,,,,
Kosmas,112,229762,"Koumaron, Mount: Hagia Marina",,,Lazaros of Galesion,566D,"Koumaron, Mount: Hagia Marina: died at  Hagia Marina",Specifies presence,,,,
Kosmas,112,229763,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,566D,Ephesos: went to distribute alms but fell ill at Ephesos,Specifies presence,,,,
Kosmas,113,229764,"Galesion, Mount: Saviour",,,Lazaros of Galesion,568B,"Galesion, Mount: Saviour: died at (the monastery of) the  Saviour",Specifies presence,,,,
Kosmas,114,229819,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,582C,Ephesos: went to report to the metropolitan (<Anonymus 553>) at Ephesos,Specifies presence,,,,
Kosmas,11,341703,"Latros, Mount",https://pleiades.stoa.org/places/599753,,Patmos: Typikon,62,"Latros, Mount: entrusted <Christodoulos 101> with Latros, Mount",Does not specify presence,J 1091 [TAQ],Aleksandar,,This document was produced in May 1091.
Kosmas,101,376264,"Athos, Mount",https://pleiades.stoa.org/places/501365,,Protaton,"226.36, 236.22","Athos, Mount: was sent by <Konstantinos 9> to Athos, Mount",Specifies presence,,,,
Kosmas,101,376297,"Athos, Mount",https://pleiades.stoa.org/places/501365,,Protaton,"226.36, 237.31","Athos, Mount: arrived (from Constantinople) on Athos, Mount",Specifies presence,,,,
Kosmas,101,376299,Athos: Karyes,https://pleiades.stoa.org/places/501365,https://www.geonames.org/735972,Protaton,226.38,"Athos, Mount: Karyes: summoned the monks and hegoumenoi (of Athos) at  Karyes",Specifies presence,,,,
Kosmas,102,225258,Caesarea (Cappadocia),https://pleiades.stoa.org/places/629035,,Synod of 1094,218,Caesaria in Cappadocia: was metropolitan of Caesaria in Cappadocia,Dignity,,,,
Kutulmush,101,246980,Vaspurakan,,,Zonaras,17.25.16,Vaspurakan: sent  an embassy to the ruler of Vaspurakan,Does not specify presence,,,,
Kutulmush,101,246982,Pasar (Khurasan),,https://www.geonames.org/121343,Zonaras,17.25.20,Pasar (Khurasan): occupied Pasar (Khurasan),Specifies presence,,,,
Kyriakos,101,225910,Ephesos,https://pleiades.stoa.org/places/599612,,Alexios Stoudites,"18.30, 25.12, 42.8",Ephesos: was archbishop of Ephesos,Dignity,,,,
Kyriakos,101,226001,Ephesos,https://pleiades.stoa.org/places/599612,,Alexios Stoudites,"Rhalles-Potles 5.24, 5.32",Ephesos: was metropolitan of Ephesos,Dignity,,,,
Kyriakos,113,229822,Galesion (near Ephesos),,,Lazaros of Galesion,584A,Galesion (near Ephesos): hailed (?) form the village of Galesion (near Ephesos),Does not specify presence,,,,
Kyrillos,104,229726,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,543E,Ephesos: came across the topoteretes (<Anonymus 529>) at Ephesos,Specifies presence,,,,
Kyrillos,104,229823,Pentakrene (near Mount Galesion),,,Lazaros of Galesion,584B,Pentakrene (near Mount Galesion): was sent by <Lazaros 104> to the monastery's proasteion of Pentakrene (near Mount Galesion),Specifies presence,,,,
Kyrillos,105,229824,Pentakrene (near Mount Galesion),,,Lazaros of Galesion,584B,Pentakrene (near Mount Galesion): was sent by <Lazaros 104> to the monastery's proasteion of Pentakrene (near Mount Galesion),Specifies presence,,,,
Kyrillos,101,225344,"Constantinople: Hagioi Probos, Tarachos and Andronikos",,,Synod of 1094,220,"Constantinople: Hagioi Probos, Tarachos and Andronikos: was hegoumenos of the monastery of  Hagioi Probos, Tarachos and Andronikos",Dignity,,,,
Laurentios,102,225962,Dyrrachion,https://pleiades.stoa.org/places/573193,,Alexios Stoudites,"26.21, 42.17, Rhalles-Potles 5.36",Dyrrachion: was metropolitan of Dyrrachion,Dignity,,,,
Laurentios,101,376316,Athos: Berroiotou,https://pleiades.stoa.org/places/501365,,Hilandar,99.36,"Athos, Mount: Berroiotou: was hegoumenos of the monastery of  Berroiotou",Dignity,,,,
Laurentios,104,229675,Boulgarin (near Galesion),,,Lazaros of Galesion,537C,Boulgarin (near Galesion): carried the drunken <Kornelios 102> to the village of Boulgarin (near Galesion),Specifies presence,,,,
Laurentios,104,229678,Barbatziana (near Galesion),,,Lazaros of Galesion,537C,Barbatziana (near Galesion): led the pack animal of the drunken <Kornelios 102> to Barbatziana (near Galesion),Specifies presence,,,,
Laurentios,101,395362,Athos: Berroiotou,https://pleiades.stoa.org/places/501365,,Panteleemon,63.60,Athos: Berroiotou: was hegoumenos of the monastery of  Berroiotou,Dignity,,,,
Laurentios,102,417104,Dyrrachion,https://pleiades.stoa.org/places/573193,,Seals,,Dyrrachion: was metropolitan of Dyrrachion,Dignity,,,,
Laurentios,102,434737,Dyrrachion,https://pleiades.stoa.org/places/573193,,Synodal edict (1054),156.5,Dyrrachion: was metropolitan of Dyrrachion,Dignity,,,,
Laurentios,101,376121,Athos: Berroiotou,https://pleiades.stoa.org/places/501365,,Xenophontos,75213,"Athos, Mount: Berroiotou: was hegoumenos of the monastery of  Berroiotou",Dignity,,,,
Lazaros,104,229546,Asia,,,Lazaros of Galesion,509D,Asia: hailed from the land of Asia,Specifies presence,,,,
Lazaros,104,229547,Magnesia (on Meander),https://pleiades.stoa.org/places/599778,,Lazaros of Galesion,509D,Magnesia (on Meander): hailed from a rural area near the borders of Magnesia (on Meander),Specifies presence near,,,,
Lazaros,104,229551,Kalathai (near Ephesos),,,Lazaros of Galesion,510A,Kalathai (near Ephesos): was taken by his uncle (<Elias 104>) to his monastery of Kalathai (near Ephesos),Specifies presence,,,,
Lazaros,104,229552,Kalathai (near Ephesos),,,Lazaros of Galesion,510B,Kalathai (near Ephesos): escaped secretly but was brought back to the monastery of Kalathai (near Ephesos),Specifies presence,,,,
Lazaros,104,229553,Strobilion (near Ephesos),,,Lazaros of Galesion,510C,Strobilion (near Ephesos): was sent to the monastery of Strobilion (near Ephesos),Specifies presence,,,,
Lazaros,104,229554,Chonai,,https://www.geonames.org/311962,Lazaros of Galesion,511A,Chonai: took the road and reached Chonai,Specifies presence,,,,
Lazaros,104,229556,Chonai: Archangel,,,Lazaros of Galesion,511B,Chonai: Archangel: prayed in the narthex of the shrine of the  Archangel,Specifies presence,,,,
Lazaros,104,229559,Attaleia,https://pleiades.stoa.org/places/638778,,Lazaros of Galesion,511F,Attaleia: arrived but then had to flee from Attaleia,Specifies presence,,,,
Lazaros,104,229561,Jerusalem,https://pleiades.stoa.org/places/687928,,Lazaros of Galesion,513E,Jerusalem: took the road to Jerusalem,Does not specify presence,,,,
Lazaros,104,229562,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Lazaros of Galesion,513E,Antioch (on the Orontes): reached Antioch (on the Orontes),Specifies presence,,,,
Lazaros,104,229563,Jerusalem,https://pleiades.stoa.org/places/687928,,Lazaros of Galesion,514C,Jerusalem: reached Jerusalem,Specifies presence,J 1000,Other,"Malamout, Route, 315",
Lazaros,104,229564,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,Lazaros of Galesion,514D,Jerusalem: Holy Sepulchre: was approached by the archdeacon while sitting in the  Holy Sepulchre,Specifies presence,,,,
Lazaros,104,229566,Hagios Sabas (Judean desert),,,Lazaros of Galesion,514D,Hagios Sabas (Judean desert): wished to remain at the lavra and was admitted at Hagios Sabas (Judean desert),Specifies presence,,,,
Lazaros,104,229567,Hagios Sabas (Judean desert),,,Lazaros of Galesion,514D,Hagios Sabas (Judean desert): spent 6 years at the monastery of Hagios Sabas (Judean desert),Specifies presence,,,,
Lazaros,104,229568,Hagios Sabas (Judean desert),,,Lazaros of Galesion,514E,Hagios Sabas (Judean desert): was expelled from the lavra of Hagios Sabas (Judean desert),Specifies presence,,,,
Lazaros,104,229570,Hagios Euthymios (Judean desert),,,Lazaros of Galesion,514E,Hagios Euthymios (Judean desert): spent some time at the lavra of Hagios Euthymios (Judean desert),Specifies presence,,,,
Lazaros,104,229571,Hagios Sabas (Judean desert),,,Lazaros of Galesion,514E-F,Hagios Sabas (Judean desert): was readmitted at the lavra of Hagios Sabas (Judean desert),Specifies presence,,,,
Lazaros,104,229574,Hagios Sabas (Judean desert),,,Lazaros of Galesion,515A,Hagios Sabas (Judean desert): returned after his ordination by the patriarch (<Orestes 102>) to Hagios Sabas (Judean desert),Specifies presence,,,,
Lazaros,104,229577,Rome,https://pleiades.stoa.org/places/423025,,Lazaros of Galesion,515F,Rome: decided to leave with <Paulos 116> for Rome,Does not specify presence,J 1009,Editor,,
Lazaros,104,229581,Tiberias (Palestine),https://pleiades.stoa.org/places/678431,,Lazaros of Galesion,516F,Tiberias (Palestine): reached with <Paulos 116> the city of Tiberias (Palestine),Specifies presence,,,,
Lazaros,104,229582,Thabor,https://pleiades.stoa.org/places/678419,,Lazaros of Galesion,517A,Thabor: worshipped with <Paulos 116> on Thabor,Specifies presence,,,,
Lazaros,104,229585,Damascus,https://pleiades.stoa.org/places/678106,,Lazaros of Galesion,517A,Damascus: went down from Mount Thabor to Damascus,Specifies presence,,,,
Lazaros,104,229586,"Lebanon, Mount",https://pleiades.stoa.org/places/678267,,Lazaros of Galesion,517A,"Lebanon, Mount: crossed from Damascus over Lebanon, Mount",Specifies presence,,,,
Lazaros,104,229589,Tripoli (Palestine),https://pleiades.stoa.org/places/668394,,Lazaros of Galesion,517A,Tripoli (Palestine): crossed Mount Lebanon and reached Tripoli (Palestine),Specifies presence,,,,
Lazaros,104,229590,Laodikeia (Syria),https://pleiades.stoa.org/places/668290,,Lazaros of Galesion,517A,Laodikeia (Syria): arrived at and decided to part from <Paulos 116> at Laodikeia (Syria),Specifies presence,,,,
Lazaros,104,229592,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Lazaros of Galesion,517B,Antioch (on the Orontes): left Laodikeia and reached Antioch (on the Orontes),Specifies presence,,,,
Lazaros,104,229593,Wondrous Mountain (Syria),,https://www.geonames.org/301975,Lazaros of Galesion,517B,Wondrous Mountain (Syria): visited the monastery of Symeon on the Wondrous Mountain (Syria),Specifies presence,,,,
Lazaros,104,229594,Cilicia,https://pleiades.stoa.org/places/981514,,Lazaros of Galesion,517B,Cilicia: crossed into Cappadocia from Cilicia,Specifies presence,,,,
Lazaros,104,229595,Cappadocia,,,Lazaros of Galesion,517B,Cappadocia: crossed Cilicia and reached Cappadocia,Specifies presence,,,,
Lazaros,104,229596,Argaios,https://pleiades.stoa.org/places/619114,,Lazaros of Galesion,517B,Argaios: was prevented by the locals from climbing Argaios,Specifies presence / Specifies presence near,,,,
Lazaros,104,229597,Caesarea (Cappadocia),https://pleiades.stoa.org/places/629035,,Lazaros of Galesion,517E,Caesaria: prayed in the church of Basileios at Caesaria,Specifies presence,,,,
Lazaros,104,229598,Euchaneia,,,Lazaros of Galesion,518C,Euchaneia: worshipped the martyr Theodoros at Euchaneia,Specifies presence,,,,
Lazaros,104,229599,Euchaïta,https://pleiades.stoa.org/places/857120,,Lazaros of Galesion,518C,Euchaïta: worshipped and prayed in the church of the martyr Theodoros Teron at Euchaïta,Specifies presence,,,,
Lazaros,104,229601,Chonai,,https://www.geonames.org/311962,Lazaros of Galesion,518D,Chonai: travelled through Anatolikon to Chonai,Specifies presence,,,,
Lazaros,104,229602,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,518D,Ephesos: visited the church of the Theologian at Ephesos,Specifies presence,,,,
Lazaros,104,229604,Oroboi (near Ephesos),https://pleiades.stoa.org/places/658560,,Lazaros of Galesion,518E,Oroboi (near Ephesos): went to see <Georgios 193> at Oroboi (near Ephesos),Specifies presence,,,,
Lazaros,104,229605,Ephesos,https://pleiades.stoa.org/places/599612,,Lazaros of Galesion,519B,Ephesos: returned from Oroboi and prayed in the church of the Theologian at Ephesos,Specifies presence,,,,
Lazaros,104,229606,Malpadeas (near Ephesos),,,Lazaros of Galesion,519B,Malpadeas (near Ephesos): left Ephesos and reached the village of Malpadeas (near Ephesos),Specifies presence,,,,
Lazaros,104,229607,Appion (near Ephesos),,,Lazaros of Galesion,519B-C,Appion (near Ephesos): was led by <Georgios 194> to a monastery of the Theotokos known as Appion (near Ephesos),Specifies presence,,,,
Lazaros,104,229610,"Koumaron, Mount (near Ephesos)",,,Lazaros of Galesion,519C,"Koumaron, Mount (near Ephesos): was led by the hegoumenos (<Anonymus 494>) to the foot of mount Koumaron, Mount (near Ephesos)",Specifies presence,,,,
Lazaros,104,229740,"Koumaron, Mount: Hagia Marina",,,Lazaros of Galesion,519C,"Koumaron, Mount: Hagia Marina: was led by  the hegoumenos of Theotokos of Appion (<Anonymus 494>) to the shrine of  Hagia Marina",Specifies presence,,,,
Lazaros,104,229617,"Galesion, Mount",,https://www.geonames.org/308356,Lazaros of Galesion,520E,"Galesion, Mount: decided to move to the cave of <Paphnoutios 101> on Galesion, Mount",Specifies presence,,,,
Lazaros,104,229624,"Galesion, Mount: Petra",,,Lazaros of Galesion,522B,"Galesion, Mount: Petra: went to see the stylite (<Anonymus 496>) at  Petra",Specifies presence,,,,
