Name,Code,Factoid ID,Location,Pleiades,Geonames,Source,Source loc,Description in PBW,RELEVEN location type,Date,Dating authority,Notes
Basileios,20264,418754,Thrace,,,Seals,,Thrace: was krites of Thrace,Dignity,,,
Basileios,20271,418833,Gotoroz and Elabake,,,Seals,,Gotoroz and Elabake: was strategos of Gotoroz and Elabake,Dignity,,,
Basileios,20271,418835,Elabake,,,Seals,,Elabake: was strategos of Elabake,Dignity,,,
Basileios,20271,418834,Gotoroz (Vaspurakan),,,Seals,,Gotoroz: was strategos of Gotoroz,Dignity,,,
Basileios,20288,418947,Anazarbos,https://pleiades.stoa.org/places/658378,,Seals,,Anabarzos: was strategos of Anabarzos,Dignity,,,
Basileios,20289,418977,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was megas oikonomos of the patriarchate of Antioch,Dignity,,,
Basileios,20290,418983,Tyre (Palestine),https://pleiades.stoa.org/places/678437,,Seals,,Tyre: was metropolitan of Tyre,Dignity,,,
Basileios,20290,418982,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was oikonomos of the patriarchate of Antioch,Dignity,,,
Basileios,20291,419009,Constantinople: Mangana,,,Seals,,"Constantinople: Mangana, St Georgios the Tropaiophoros: was protonotarios of  Mangana, St Georgios the Tropaiophoros",Dignity,,,
Basileios,20292,419019,Constantinople: Antiphonetes,,,Seals,,Constantinople: Antiphonetes (sekreton): was megas oikonomos of the  Antiphonetes (sekreton),Dignity,,,
Basileios,20293,419024,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was chartoularios of  Hagia Sophia,Dignity,,,
Basileios,20294,419027,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was deutereuon of  Hagia Sophia,Dignity,,,
Basileios,20295,419049,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was chanter of  Hagia Sophia,Dignity,,,
Basileios,20297,419089,Akrasos,https://pleiades.stoa.org/places/554181,,Seals,,Akrasos: was bishop of Akrasos,Dignity,,,
Bladzertes,20101,417548,Mesembria (Bulgaria),https://pleiades.stoa.org/places/216882,,Seals,,Mesembria: was katepano of Mesembria,Dignity,,,
Bryennios,20101,417749,West,,,Seals,,West: was stratelates of the West,Dignity,,,
Chasanes,20101,418580,Thrace,,,Seals,,Thrace: was strategos of Thrace,Dignity,,,
Chousenios,20101,419095,Trichilopodia,,,Seals,,Trichilopodia: was strategos of Trichilopodia,Dignity,,,
Christodoulos,20103,418636,Samos (Aegean),,,Seals,,Samos: was strategos of Samos,Dignity,,,
Christophoros,20103,417165,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was dikaiophylax of Macedonia,Dignity,,,
Christophoros,20103,417166,Thrace,,,Seals,,Thrace: was dikaiophylax of Thrace,Dignity,,,
Christophoros,20103,417167,Thrace and Macedonia,,,Seals,,Thrace and Macedonia: was dikaiophylax of Thrace and Macedonia,Dignity,,,
Christophoros,20109,417495,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was krites of Macedonia,Dignity,,,
Christophoros,20109,417497,Thrace and Macedonia,,,Seals,,Thrace and Macedonia: was krites of Thrace and Macedonia,Dignity,,,
Christophoros,20109,417496,Thrace,,,Seals,,Thrace: was krites of Thrace,Dignity,,,
Christophoros,20110,417500,Thessalonike and Bulgaria,,,Seals,,Thessalonike and Bulgaria: was katepano of Thessalonike and Bulgaria,Dignity,,,
Christophoros,20110,417499,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was katepano of Thessalonike,Dignity,,,
Christophoros,20110,417498,Bulgaria,,,Seals,,Bulgaria: was katepano of Bulgaria,Dignity,,,
Christophoros,20110,418894,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was katepano of Thessalonike,Dignity,,,
Christophoros,20110,418893,Bulgaria,,,Seals,,Bulgaria: was katepano of Bulgaria,Dignity,,,
Christophoros,20110,418895,Thessalonike and Bulgaria,,,Seals,,Thessalonike and Bulgaria: was katepano of Thessalonike and Bulgaria,Dignity,,,
Christophoros,20112,417573,Abysiane,,,Seals,,Abysiane: was bishop of Abysiane,Dignity,,,
Christophoros,20113,417574,Mesopotamia,https://pleiades.stoa.org/places/874602,,Seals,,Mesopotamia: was episkeptites of Mesopotamia,Dignity,,,
Christophoros,20115,417575,Kibyrraioton,,,Seals,,Kibyrraioton: was praitor of Kibyrraioton,Dignity,,,
Christophoros,20120,417816,Peloponnesos and Hellas,,,Seals,,Peloponnesos and Hellas: was krites of Peloponnesos and Hellas,Dignity,,,
Christophoros,20120,417815,Peloponnesos,,,Seals,,Peloponnesos: was krites of Peloponnesos,Dignity,,,
Christophoros,20120,417818,Peloponnesos,,,Seals,,Peloponnesos: was krites of Peloponnesos,Dignity,,,
Christophoros,20120,417819,Peloponnesos and Hellas,,,Seals,,Peloponnesos and Hellas: was krites of Peloponnesos and Hellas,Dignity,,,
Christophoros,20120,417817,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was krites of Hellas,Dignity,,,
Christophoros,20120,417814,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was krites of Hellas,Dignity,,,
Christophoros,20125,418127,Abydos,https://pleiades.stoa.org/places/501325,,Seals,,Abydos: was kommerkiarios of Abydos,Dignity,,,
Christophoros,20126,418339,Armeniakon,,,Seals,,Armeniakon: was anagrapheus of Armeniakon,Dignity,,,
Christophoros,20127,418362,Amisos,https://pleiades.stoa.org/places/857024,https://www.geonames.org/740264,Seals,,Amisos: was paraphylax of Amisos,Dignity,,,
Christophoros,20128,418557,Dristra,https://pleiades.stoa.org/places/216800,,Seals,,Dristra: he was metropolitan of Dristra,Dignity,,,
Christophoros,20129,418565,Drougoubiteia,,,Seals,,Drougoubiteia: held office in Drougoubiteia,Dignity,,,
Christophoros,20130,418571,West,,,Seals,,West: was chartoularios of the dromos of the West,Dignity,,,
Christophoros,20131,418687,Kibyrraioton,,,Seals,,Kibyrraioton: was praitor of Kibyrraioton,Dignity,,,
Christophoros,20132,418762,Mesopotamia,https://pleiades.stoa.org/places/874602,,Seals,,Mesopotamia: was krites of Mesopotamia,Dignity,,,
Christophoros,20132,418763,Charsianon,,,Seals,,Charsianon: was krites of Charsianon,Dignity,,,
Christophoros,20132,418764,Anatolikon,,,Seals,,Anatolikon: was krites of the hippodrome of Anatolikon,Dignity,,,
Damianos,20102,418423,Podandos (Cappadocia),https://pleiades.stoa.org/places/648742,,Seals,,Podandos: was episkeptites of Podandos,Dignity,,,
Damianos,20102,418422,Rodandos,https://pleiades.stoa.org/places/648569,,Seals,,Rodandos: was episkeptites of Rodandos,Dignity,,,
Damianos,20103,418760,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was krites of the hippodrome of Macedonia,Dignity,,,
Damianos,20105,419127,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was abydikos of Thessalonike,Dignity,,,
Daniel,20102,417595,Hermokapeleia,https://pleiades.stoa.org/places/550574,,Seals,,Hermokapeleia: was bishop of Hermokapeleia,Dignity,,,
Daniel,20103,417596,Chaldia,https://pleiades.stoa.org/places/857082,,Seals,,Chaldia: was kommerkiarios of Chaldia,Dignity,,,
David,20106,417597,Paipert,,https://www.geonames.org/750938,Seals,,Paipert: was bishop of Paipert,Dignity,,,
David,20111,418490,Tephrike,,,Seals,,Tephrike: was episkeptites of Tephrike,Dignity,,,
David,20112,418572,Opsikion,,,Seals,,Opsikion: was strategos of Opsikion,Dignity,,,
David,20113,418582,Thrace and Dristra,,,Seals,,Thrace and Dristra: was strategos of Thrace and Dristra,Dignity,,,
David,20113,418583,Thrace,,,Seals,,Thrace: was strategos of Thrace,Dignity,,,
David,20113,418584,Dristra,https://pleiades.stoa.org/places/216800,,Seals,,Dristra: was strategos of Dristra,Dignity,,,
Demetrios,20102,417071,West,,,Seals,,West: was archegetes of the West,Dignity,,,
Demetrios,20103,417244,Paradounabon,,,Seals,,Paradounabon: was katepano of Paradounabon,Dignity,,,
Demetrios,20104,417248,"Triaditza (Serdica, Bulgaria)",https://pleiades.stoa.org/places/207439,,Seals,,"Triaditza (Serdica, Bulgaria): was bishop of Triaditza (Serdica, Bulgaria)",Dignity,,,
Demetrios,20108,417598,Kyzikos,https://pleiades.stoa.org/places/511218,,Seals,,Kyzikos: was metropolitan of Kyzikos,Dignity,,,
Demetrios,20113,417920,Aegean Sea,https://pleiades.stoa.org/places/560221,https://www.geonames.org/265695,Seals,,Aegean Sea: was krites of Aegean Sea,Dignity,,,
Demetrios,20125,418956,Seleukeia,https://pleiades.stoa.org/places/639099,,Seals,,Seleukeia: was krites of Seleukeia,Dignity,,,
Dionysios,20101,418256,Stratonikeia (Lydia),https://pleiades.stoa.org/places/599947,,Seals,,Stratonikeia: was bishop of Stratonikeia,Dignity,,,
Dionysios,20102,418554,Dristra,https://pleiades.stoa.org/places/216800,,Seals,,Dristra: was kommerkiarios of Dristra,Dignity,,,
Dometios,20101,418199,Chalcedon,https://pleiades.stoa.org/places/520988,,Seals,,Chalcedon: was metropolitan of Chalcedon,Dignity,,,
Elias,20102,418432,Sebasteia (Cappadocia),https://pleiades.stoa.org/places/629075,,Seals,,Sebasteia: was taxiarches of Sebasteia,Dignity,,,
Elias,20103,418433,Berisse,,,Seals,,Berisse: was bishop of Berisse,Dignity,,,
Elpidios,20102,418650,Cyprus,https://pleiades.stoa.org/places/707498,,Seals,,Cyprus: was doux of Cyprus,Dignity,,,
Epiphanios,20101,417021,Rodandos,https://pleiades.stoa.org/places/648569,,Seals,,Rodandos: was imperial episkeptites of Rodandos,Dignity,,,
Epiphanios,20102,417230,Raidestos (Thrace),https://pleiades.stoa.org/places/511187,,Seals,,Raidestos: was dioiketes of Raidestos,Dignity,,,
Epiphanios,20103,417235,Traianoupolis (Thrace),https://pleiades.stoa.org/places/501649,,Seals,,TraÃ¯anoupolis: was metropolitan of TraÃ¯anoupolis,Dignity,,,
Epiphanios,20108,417917,Paphos (Cyprus),https://pleiades.stoa.org/places/707586,,Seals,,Paphos: was bishop of Paphos,Dignity,,,
Epiphanios,20111,418023,Thrakesion,,,Seals,,Thrakesion: was doux of Thrakesion,Dignity,,,
Epiphanios,20111,418022,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was chartoularios of  Hagia Sophia,Dignity,,,
Epiphanios,20113,418116,Opsikion,,,Seals,,Opsikion: was krites of Opsikion,Dignity,,,
Epiphanios,20115,418354,Armeniakon,,,Seals,,Armeniakon: was protonotarios of Armeniakon,Dignity,,,
Epiphanios,20118,418965,Dekapolis,,,Seals,,Dekapolis: was dioiketes of Dekapolis,Dignity,,,
Epiphanios,20119,419025,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was chartoularios of  Hagia Sophia,Dignity,,,
Epiphanios,20120,419060,Constantinople: Axinara,,,Seals,,Constantinople: Axinara monastery: was hegoumenos of  Axinara monastery,Dignity,,,
Euprepios,20101,417092,West,,,Seals,,West: was megas kommerkiarios of the West,Dignity,,,
Eustathios,20117,417823,Peloponnesos,,,Seals,,Peloponnesos: was krites of Peloponnesos,Dignity,,,
Eustathios,20117,417824,Peloponnesos and Hellas,,,Seals,,Peloponnesos and Hellas: was krites of Peloponnesos and Hellas,Dignity,,,
Eustathios,20117,417822,Peloponnesos,,,Seals,,Peloponnesos: was krites of Peloponnesos,Dignity,,,
Eustathios,20117,417825,Peloponnesos and Hellas,,,Seals,,Peloponnesos and Hellas: was krites of Peloponnesos and Hellas,Dignity,,,
Eustathios,20117,417821,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was krites of Hellas,Dignity,,,
Eustathios,20117,417820,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was krites of Hellas,Dignity,,,
Eustathios,20118,417953,Kos,https://pleiades.stoa.org/places/599581,,Seals,,Kos: was bishop of Kos,Dignity,,,
Eustathios,20125,418520,Adrianople (Thrace),https://pleiades.stoa.org/places/5014275,,Seals,,Adrianople: was metropolitan of Adrianople,Dignity,,,
Eustathios,20126,418608,Mosynopolis (Thrace),https://pleiades.stoa.org/places/501574,,Seals,,Mosynopolis: was topoteretes of Mosynopolis,Dignity,,,
Eustathios,20127,418690,Constantinople: Mangana,,,Seals,,Constantinople: Mangana: was megas kourator of  Mangana,Dignity,,,
Eustathios,20133,418935,Amisos,https://pleiades.stoa.org/places/857024,https://www.geonames.org/740264,Seals,,Amisos: was horreiarios of Amisos,Dignity,,,
Eustathios,20135,419133,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was oikonomos of  Hagia Sophia,Dignity,,,
Eustathios,20135,419134,Constantinople: Hagia Sophia,https://pleiades.stoa.org/places/307220778,,Seals,,Constantinople: Hagia Sophia: was oikonomos of  Hagia Sophia,Dignity,,,
Eustratios,20101,416997,Armenian themes,,,Seals,,Armenian themes: was krites of the Armenian themes,Dignity,,,
Eustratios,20106,417177,Thrace,,,Seals,,Thrace: was krites of Thrace,Dignity,,,
Eustratios,20106,417178,Thrace and Macedonia,,,Seals,,Thrace and Macedonia: was krites of Thrace and Macedonia,Dignity,,,
Eustratios,20106,417176,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was krites of Macedonia,Dignity,,,
Eustratios,20107,417269,Presthlavitza,,https://www.geonames.org/672128,Seals,,Presthlavitza: was kommerkiarios of Presthlavitza,Dignity,,,
Eustratios,20108,417291,Develtos,,https://www.geonames.org/732356,Seals,,Develtos: was kommerkiarios of Develtos,Dignity,,,
Eustratios,20111,417457,Alania,,,Seals,,Alania: was metropolitan of Alania,Dignity,,,
Eustratios,20111,417456,Alania,,,Seals,,Alania: was metropolitan of Alania,Dignity,,,
Eustratios,20113,417599,Constantinople: Stoudios,,,Seals,,Constantinople: Stoudios (monastery): was hegoumenos of the  Stoudios (monastery),Dignity,,,
Eustratios,20114,417952,Ikaria,https://pleiades.stoa.org/places/599667,,Seals,,Ikaria: was bishop of Ikaria,Dignity,,,
Eustratios,20120,418836,Jabala (Zebele),https://pleiades.stoa.org/places/668250,,Seals,,Jabala (Zebele): was strategos of Jabala (Zebele),Dignity,,,
Eustratios,20120,418837,Jabala (Zebele),https://pleiades.stoa.org/places/668250,,Seals,,Jabala (Zebele): was strategos of Jabala (Zebele),Dignity,,,
Eustratios,20121,419018,Constantinople: Kosmidion,,,Seals,,Constantinople: Kosmidion: was presbyter of the  Kosmidion,Dignity,,,
Eustratios,20122,419056,Constantinople: Moliboton (monastery),,,Seals,,Constantinople: Moliboton (monastery): was logariastes of the  Moliboton (monastery),Dignity,,,
Eustratios,20123,419057,Constantinople: Moliboton (monastery),,,Seals,,Constantinople: Moliboton (monastery): was kathegoumenos of the  Moliboton (monastery),Dignity,,,
Eustratios,20125,419129,Stratonikeia (Lydia),https://pleiades.stoa.org/places/599947,,Seals,,Stratonikeia: was kommerkiarios of (?) Stratonikeia,Dignity,,,
Euthymios,20104,417391,Seleukeia,https://pleiades.stoa.org/places/639099,,Seals,,Seleukeia: was krites of the hippodrome of Seleukeia,Dignity,,,
Euthymios,20104,417392,Tarsos (Cilicia),https://pleiades.stoa.org/places/648789,,Seals,,Tarsos: was anagrapheus of Tarsos,Dignity,,,
Euthymios,20106,417458,Anatolikon,,,Seals,,Anatolikon: was krites of Anatolikon,Dignity,,,
Euthymios,20108,417857,Larissa (Thessaly),https://pleiades.stoa.org/places/540905,,Seals,,Larissa: was metropolitan of Larissa,Dignity,,,
Euthymios,20108,417600,Larissa (Thessaly),https://pleiades.stoa.org/places/540905,,Seals,,Larissa: was metropolitan of Larissa,Dignity,,,
Euthymios,20109,418914,Develtos,,https://www.geonames.org/732356,Seals,,Develtos: was kommerkiarios of Develtos,Dignity,,,
Euthymios,20116,418578,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was gennematas (?) of Thessalonike,Dignity,,,
Euthymios,20119,418996,Constantinople: Mangana,,,Seals,,Constantinople: Mangana: was kourator of  Mangana,Dignity,,,
Euthymios,20120,419091,Anthrakitou,,,Seals,,Anthrakitou: was kathegoumenos of Anthrakitou,Dignity,,,
Fulk,20101,418859,Jerusalem: Holy Sepulchre,,https://www.geonames.org/8335062,Seals,,Jerusalem: Church of the Resurrection: was patriarch of  Church of the Resurrection,Dignity,,,
Gabriel,20103,417255,Thrace,,,Seals,,Thrace: was krites of Thrace,Dignity,,,
Gabriel,20103,417254,Thrace,,,Seals,,Thrace: was krites of Thrace,Dignity,,,
Genesios,20101,417867,Peloponnesos,,,Seals,,Peloponnesos: was krites of Peloponnesos,Dignity,,,
Genesios,20102,419139,Pessinous (on Sangarios),https://pleiades.stoa.org/places/609500,,Seals,,Pessinous: was metropolitan of Pessinous,Dignity,,,
Georgios,20101,416996,Armenian themes,,,Seals,,Armenian themes: was anagrapheus of the Armenian themes,Dignity,,,
Georgios,20101,419008,Constantinople: Mangana,,,Seals,,"Constantinople: Mangana, St Georgios the Tropaiophoros: was megas oikonomos of  Mangana, St Georgios the Tropaiophoros",Dignity,,,
Georgios,20107,417195,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was protonotarios of Macedonia,Dignity,,,
Georgios,20108,417281,Russia,,,Seals,,Russia: was metropolitan of Russia,Dignity,,,
Georgios,20108,419452,Russia,,,Seals,,Russia: was metropolitan of Russia,Dignity,,,
Georgios,20118,417430,Nikopolis (Epiros),https://pleiades.stoa.org/places/531013,,Seals,,Nikopolis: was strategos of Nikopolis,Dignity,,,
Georgios,20129,417601,Romanopolis (on Tigris),,https://www.geonames.org/302912,Seals,,Romanopolis: was strategos of Romanopolis,Dignity,,,
Georgios,20130,417602,Aetos (Macedonia),,https://www.geonames.org/736989,Seals,,Aetos: was bishop of Aetos,Dignity,,,
Georgios,20133,417613,Armenian themes,,,Seals,,Armenian themes: was kourator of the Armenian themes,Dignity,,,
Georgios,20135,417620,Lykandos (eastern Anatolia),https://pleiades.stoa.org/places/629028,,Seals,,Lykandos: was strategos of Lykandos,Dignity,,,
Georgios,20152,417800,Spartari,,https://www.geonames.org/252636,Seals,,Spartari: was tourmarches of Spartari,Dignity,,,
Georgios,20153,417851,Demetrias,https://pleiades.stoa.org/places/540730,,Seals,,Demetrias: was skeuphylax of Demetrias,Dignity,,,
Georgios,20154,417852,Euripos,,,Seals,,Euripos: was archbishop of Euripos,Dignity,,,
Georgios,20155,417885,Korone,https://pleiades.stoa.org/places/570125,,Seals,,Korone: was bishop of Korone,Dignity,,,
Georgios,20156,417902,Crete,https://pleiades.stoa.org/places/589748,,Seals,,Crete: was kommerkiarios of Crete,Dignity,,,
Georgios,20157,417905,Arkadia,https://pleiades.stoa.org/places/570102,,Seals,,Arkadia: was bishop of Arkadia,Dignity,,,
Georgios,20158,417946,Samos (Aegean),,,Seals,,Samos: was strategos of Samos,Dignity,,,
Georgios,20159,417964,Rhodes,https://pleiades.stoa.org/places/590031,,Seals,,Rhodes: was basilikos of Rhodes,Dignity,,,
Georgios,20160,417998,Myra (Lycia),https://pleiades.stoa.org/places/639005,,Seals,,Myra: was metropolitan of Myra,Dignity,,,
Georgios,20163,418018,Malagina,,,Seals,,Malagina: was anagrapheus of the eastern dromos of Malagina,Dignity,,,
Georgios,20167,418030,Seleukeia,https://pleiades.stoa.org/places/639099,,Seals,,Seleukeia: was krites of the hippodrome of Seleukeia,Dignity,,,
Georgios,20167,418029,Armenian themes,,,Seals,,Armenian themes: was krites of the hippodrome of the Armenian themes,Dignity,,,
Georgios,20168,418071,Alopekes (Meander valley),,,Seals,,Alopekai: was imperial episkeptites of Alopekai,Dignity,,,
Georgios,20170,418174,Optimaton,,,Seals,,Optimaton: was anagrapheus of Optimaton,Dignity,,,
Georgios,20172,418241,Sagalassos,https://pleiades.stoa.org/places/639087,,Seals,,Sagalassos: was bishop of Sagalassos,Dignity,,,
Georgios,20174,418252,Adrianople (?),,,Seals,,Adrianoupolis: was bishop of Adrianoupolis,Dignity,,,
Georgios,20175,418257,Stratonikeia (Lydia),https://pleiades.stoa.org/places/599947,,Seals,,Stratonikeia: was bishop of Stratonikeia,Dignity,,,
Georgios,20181,417367,Chaldia,https://pleiades.stoa.org/places/857082,,Seals,,Chaldia: was krites of Chaldia,Dignity,,,
Georgios,20181,417298,Anatolikon,,,Seals,,Anatolikon: was krites of the hippodrome and of the velon of Anatolikon,Dignity,,,
Georgios,20182,418392,Trebizond,https://pleiades.stoa.org/places/857359,,Seals,,Trebizond: was metropolitan of Trebizond,Dignity,,,
Georgios,20183,417617,Armenian themes,,,Seals,,Armenian themes: was protonotarios of the Armenian themes,Dignity,,,
Georgios,20187,418689,Constantinople: Eleutherion,,,Seals,,Constantinople: Eleutherion: was megas kourator of the  Eleutherion,Dignity,,,
Georgios,20194,418742,Charsianon,,,Seals,,Charsianon: was krites of Charsianon,Dignity,,,
Georgios,20195,418766,Paphlagonia,,,Seals,,Paphlagonia: was krites if the hippodrome of Paphlagonia,Dignity,,,
Georgios,20195,418767,Paphlagonia,,,Seals,,Paphlagonia: was krites if the hippodrome of Paphlagonia,Dignity,,,
Georgios,20196,418810,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was doux of Macedonia,Dignity,,,
Georgios,20215,418923,Lykandos (eastern Anatolia),https://pleiades.stoa.org/places/629028,,Seals,,Lykandos: was strategos of Lykandos,Dignity,,,
Georgios,20221,418936,Amisos,https://pleiades.stoa.org/places/857024,https://www.geonames.org/740264,Seals,,Amisos: was horreiarios of Amisos,Dignity,,,
Georgios,20222,418942,Sougdaia (Crimea),,https://www.geonames.org/692315,Seals,,Sougdaia: was strategos of Sougdaia,Dignity,,,
Georgios,20226,418994,Constantinople: Mangana,,,Seals,,Constantinople: Mangana: was ek prosopou of the kourator of the  Mangana,Dignity,,,
Georgios,20227,419052,"Constantinople: Great Palace, Nea Ekklesia",,,Seals,,Constantinople: Nea church: was oikonomos of the  Nea church,Dignity,,,
Georgios,20228,419062,Eleemon,,,Seals,,EleÃ«mon (church: St Nikolaos?): was klerikos of  St Nikolaos?),Dignity,,,
Georgios,20232,419126,Cherson,https://pleiades.stoa.org/places/226564,,Seals,,Cherson: was kommerkiarios of Cherson,Dignity,,,
Georgios,20233,419138,Patras,https://pleiades.stoa.org/places/570567,,Seals,,Patras: was metropolitan of Patras,Dignity,,,
Georgios,20238,419155,Seleukeia,https://pleiades.stoa.org/places/639099,,Seals,,Seleukeia: was krites of the hippodrome of (?) Seleukeia,Dignity,,,
Gerasimos,20102,417886,Korone,https://pleiades.stoa.org/places/570125,,Seals,,Korone: was bishop of Korone,Dignity,,,
Gerbasios,20101,418469,Derxene,https://pleiades.stoa.org/places/874451,,Seals,,Derxene: was chartoularios of Derxene,Dignity,,,
Gerbasios,20101,418468,Chaldia,https://pleiades.stoa.org/places/857082,,Seals,,Chaldia: was chartoularios of Chaldia,Dignity,,,
Gerbasios,20101,418467,Chaldia and Derxene,,,Seals,,Chaldia and Derxene: was chartoularios of Chaldia and Derxene,Dignity,,,
Goudelios,20101,418600,Macedonia,https://pleiades.stoa.org/places/981531,,Seals,,Macedonia: was strategos of Macedonia,Dignity,,,
Gregoras,20101,417133,Drougoubiteia,,,Seals,,Drougoubiteia: was krites of the hippodrome of Drougoubiteia,Dignity,,,
Gregoras,20109,418892,Hellas,https://pleiades.stoa.org/places/1001896,,Seals,,Hellas: was strategos of Hellas,Dignity,,,
Gregorios,20102,417110,Thessalonike,https://pleiades.stoa.org/places/491741,,Seals,,Thessalonike: was doux of Thessalonike,Dignity,,,
Gregorios,20103,417139,Bulgaria,,,Seals,,Bulgaria: was doux of Bulgaria,Dignity,,,
Gregorios,20104,417162,Serres (Macedonia),https://pleiades.stoa.org/places/501616,,Seals,,Serres: was metropolitan of Serres,Dignity,,,
Gregorios,20104,417163,Serres (Macedonia),https://pleiades.stoa.org/places/501616,,Seals,,Serres: was metropolitan of Serres,Dignity,,,
Gregorios,20106,417386,Kyros,,,Seals,,Kyros: was metropolitan of Kyros,Dignity,,,
Gregorios,20107,417404,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was katepano of Antioch,Dignity,,,
Gregorios,20107,418822,Antioch (on the Orontes),https://pleiades.stoa.org/places/658381,,Seals,,Antioch: was katepano of Antioch,Dignity,,,
Gregorios,20109,417420,Attaleia,https://pleiades.stoa.org/places/638778,,Seals,,Attaleia: was bishop of Attaleia,Dignity,,,
Gregorios,20116,417621,Nazianzos (Cappadocia),https://pleiades.stoa.org/places/619218,,Seals,,Nazianzos: was bishop of Nazianzos,Dignity,,,
Gregorios,20118,417622,Orient,,,Seals,,Orient: was topoteretes of the scholai of Orient,Dignity,,,
Gregorios,20119,417623,Anatolikon,,,Seals,,Anatolikon: was ek prosopou of Anatolikon,Dignity,,,
Gregorios,20131,418179,Optimaton,,,Seals,,Optimaton: was doux of Optimaton,Dignity,,,
Gregorios,20133,417877,Argos,https://pleiades.stoa.org/places/570106,,Seals,,Argos: was bishop of Argos,Dignity,,,
Gregorios,20134,417976,Kibyrraioton,,,Seals,,Kibyrraioton: was krites of Kibyrraioton,Dignity,,,
Gregorios,20139,418047,Thrakesion,,,Seals,,Thrakesion: was krites of the hippodrome of Thrakesion,Dignity,,,
Gregorios,20140,418076,Chairetopa,https://pleiades.stoa.org/places/638914,,Seals,,Chairetopa: was bishop of Chairetopa,Dignity,,,
Gregorios,20141,418155,Maleinou,,,Seals,,MaleÃ¯nos: was hegoumenos of MaleÃ¯nos,Dignity,,,
Gregorios,20143,418206,Nikomedeia,https://pleiades.stoa.org/places/511337,,Seals,,Nikomedeia: was horreiarios of Nikomedeia,Dignity,,,
Gregorios,20145,418502,Vaspurakan and Taron,,,Seals,,Vaspurakan and Taron: was doux of Vaspurakan and Taron,Dignity,,,
Gregorios,20145,418503,Vaspurakan,,,Seals,,Vaspurakan: was doux of Vaspurakan,Dignity,,,
Gregorios,20146,418510,Caesarea (Bithynia),https://pleiades.stoa.org/places/511267,,Seals,,Kaisareia: was metropolitan of Kaisareia,Dignity,,,
Gregorios,20147,418639,Severias,,,Seals,,Severias: was bishop of Severias,Dignity,,,
Gregorios,20150,418768,Peloponnesos,,,Seals,,Peloponnesos: was krites of the hippodrome of  Peloponnesos,Dignity,,,
Gregorios,20153,418839,Optimaton,,,Seals,,Optimaton: was strategos of Optimaton,Dignity,,,
Gregorios,20154,418844,Optimaton,,,Seals,,Optimaton: was strategos of Optimaton,Dignity,,,
Gregorios,20169,419004,Constantinople: Mangana,,,Seals,,Constantinople: Mangana: was protonotarios of the  Mangana,Dignity,,,
Gregorios,20171,419100,Boukellarion,,,Seals,,Boukellarion: was krites of Boukellarion,Dignity,,,
Guillaume,20101,417402,Seleukeia,https://pleiades.stoa.org/places/639099,,Seals,,Seleukeia: was strategos of Seleukeia,Dignity,,,
Hilarion,20101,418604,Mesembria (Bulgaria),https://pleiades.stoa.org/places/216882,,Seals,,Mesembria: was archbishop of Mesembria,Dignity,,,
Himerios,20104,417624,Chaldia,https://pleiades.stoa.org/places/857082,,Seals,,Chaldia: was strategos of Chaldia,Dignity,,,
Homalis,20101,418631,Presthlavitza,,https://www.geonames.org/672128,Seals,,Presthlavitza: was strategos of Presthlavitza,Dignity,,,
Hypatios,20101,417309,Cappadocia,,,Seals,,Cappadocia: was krites of Cappadocia,Dignity,,,
Iakobos,20101,416994,Arabissos,https://pleiades.stoa.org/places/628925,,Seals,,Arabissos: was bishop of Arabissos,Dignity,,,
